YearsExperience,Salary
8.5,137010.61
3.0,114179.58
8.0,106332.31
5.3,84204.27
4.4,86209.26
1.3,71357.09
2.9,48083.21
7.8,68195.72
1.3,128041.44
3.5,50800.79
5.9,90081.23
2.2,79845.07
5.5,71451.7
4.2,59680.03
6.0,58431.16
4.8,53326.48
3.6,122581.68
8.2,95226.12
6.6,137368.81
2.8,73651.24
9.8,83138.13
3.4,87529.37
1.6,148563.72
5.3,101583.65
1.9,122614.28
8.7,103346.26
0.0,49878.62
7.7,101720.16
6.6,99761.39
8.1,71789.1
4.5,141800.28
7.1,137367.83
4.8,102313.01
5.7,130763.45
7.1,79312.27
2.8,137257.3
6.3,67751.53
3.9,135434.67
0.4,75287.78
6.1,40295.36
6.6,113249.07
7.7,116824.13
5.2,136169.78
5.0,146222.79
8.2,43915.51
2.7,68547.72
4.1,89981.86
8.0,57664.98
5.5,143910.93
8.6,72447.69
2.8,43814.24
8.1,88548.58
0.5,142355.94
1.4,101286.33
5.1,77923.78
8.2,132625.04
7.8,123848.68
6.2,116019.83
7.8,40103.28
0.6,140746.2
1.6,118824.65
5.0,72123.64
0.4,96041.39
9.5,73139.76
1.7,94868.79
5.6,107116.9
9.5,41906.25
7.8,68636.32
4.6,109010.69
0.7,118376.86
9.9,42781.01
4.2,124360.25
7.0,58487.02
9.8,122531.94
4.6,124988.21
6.2,82843.33
0.8,95447.71
4.0,133096.39
7.4,114855.92
7.8,61306.04
5.2,80261.66
9.1,106737.6
6.0,88714.53
5.1,51352.75
1.6,145806.16
5.5,58062.38
4.5,123177.31
7.3,119783.37
0.6,128420.65
9.6,71912.64
2.6,64048.09
2.0,49460.17
0.2,60392.46
0.3,66538.13
2.8,145638.17
4.9,75275.74
0.8,65381.76
2.5,44177.56
8.2,87031.11
0.3,128699.86
2.8,144520.42
4.8,129983.85
6.6,65568.64
8.6,146681.52
8.5,52227.64
3.2,47080.84
5.7,82692.05
5.2,128475.05
0.5,147046.54
1.4,141672.47
8.9,47043.22
7.9,77889.89
1.8,149495.01
1.6,61521.33
2.2,59278.27
6.0,99529.04
2.3,112603.89
4.2,125207.23
6.2,74716.11
4.2,69358.18
7.9,143802.61
7.9,86296.16
5.6,57461.5
8.2,77454.62
3.7,84965.82
6.3,58060.33
6.3,74355.11
0.4,81662.1
0.4,51439.48
9.6,56085.02
3.9,132299.13
1.9,64226.48
3.8,86308.15
9.9,67024.29
9.2,102695.53
4.5,46089.06
9.5,126798.58
9.0,96341.22
1.1,46491.87
0.9,77886.08
4.1,64708.53
7.3,49552.12
6.5,131790.41
1.9,57871.46
6.4,139880.03
8.5,148922.32
1.6,149131.54
0.3,42336.64
8.3,135760.79
5.1,142456.1
0.2,128821.7
3.2,84815.53
7.2,106168.14
0.2,103580.51
7.4,130653.83
9.9,88773.78
9.2,141507.19
4.5,121942.08
1.1,109567.3
8.0,70208.41
7.3,83732.32
8.3,108707.66
2.3,72480.3
6.7,148969.43
3.7,49195.9
9.3,61964.77
8.4,63488.1
2.6,64199.05
9.5,128354.65
5.7,40674.17
9.6,96536.61
2.9,141964.28
2.5,122326.55
7.6,93353.39
1.5,122399.16
2.1,68536.09
9.7,58595.15
7.9,55711.48
3.8,73517.9
4.2,100493.63
9.4,65397.22
3.2,113036.33
0.8,49622.34
9.8,100202.46
9.0,71279.46
3.3,93066.28
7.5,59166.54
2.4,91140.11
3.7,136161.52
4.2,99912.74
4.0,80463.0
9.9,90199.52
8.9,142934.14
3.7,103863.18
3.1,129883.3
9.9,43784.03
4.0,138603.49
5.9,121803.24
1.1,112774.73
4.9,55966.35
7.1,122168.77
9.4,54216.75
2.0,92669.97
5.1,85878.14
0.9,56618.51
6.1,47539.33
7.9,114925.96
2.4,54116.57
7.3,71284.72
3.6,81443.71
1.8,136789.78
8.1,110943.74
2.5,74913.9
4.9,78957.59
9.3,147044.17
2.3,108551.28
3.2,49633.22
5.2,46306.08
7.3,92689.57
4.4,80311.11
1.6,137763.57
2.3,144093.79
2.2,144354.79
7.6,147790.85
8.8,74763.41
2.3,128064.35
4.7,53993.94
0.8,106755.7
2.1,141258.86
1.1,75126.49
8.8,72999.66
5.4,105259.92
0.0,93755.58
9.4,145411.45
2.9,51780.47
8.2,70312.78
0.8,68262.52
0.2,60712.79
0.3,71783.07
5.1,66508.54
1.6,110329.78
1.4,80260.63
1.8,111022.78
3.4,107839.79
5.4,64448.83
8.7,126636.71
4.3,77513.2
7.9,100434.84
0.8,50003.21
9.0,115918.7
10.0,41871.03
7.2,142386.05
4.1,149556.9
4.9,47167.95
2.7,109318.49
6.6,47875.08
3.4,66294.78
1.9,61011.44
8.3,124247.82
6.8,45021.33
9.5,68831.43
5.4,123326.05
1.3,40273.21
9.4,43263.19
7.9,88489.66
4.5,131295.84
3.1,143301.5
5.7,48027.91
1.8,78032.06
9.8,45145.93
2.8,68742.5
3.0,56938.4
4.1,92924.87
5.1,55507.45
8.0,48941.32
0.8,104657.99
2.6,94489.01
4.3,78321.71
2.2,124394.7
6.8,80712.91
6.4,85721.75
4.9,130160.73
8.9,119207.95
3.1,114623.17
10.0,78594.19
2.3,128041.5
2.8,105208.17
6.7,86376.37
3.6,135087.51
7.4,91090.58
8.9,143518.74
9.7,42354.34
2.8,93108.94
9.7,144281.03
1.5,89937.97
9.5,122475.09
9.5,108870.92
9.4,115745.67
5.4,74585.41
8.2,140594.87
8.9,141202.15
4.1,143455.81
7.9,67603.73
7.3,60675.96
5.6,149407.4
6.7,146689.59
9.3,69754.36
2.1,115096.89
5.2,71169.66
3.3,82694.78
6.8,124066.11
2.2,123157.87
3.1,78192.86
1.3,91357.02
6.3,119251.2
9.5,110179.9
7.8,91535.91
8.4,46802.21
7.6,68929.14
0.1,80847.65
4.4,139818.9
4.1,111180.69
7.6,138916.04
7.2,148343.75
4.2,133635.95
7.6,137918.8
4.0,130813.0
0.2,149294.58
6.1,104104.64
8.7,110201.52
8.2,99821.97
5.5,71498.0
7.9,84597.21
5.0,80685.2
7.0,40025.15
8.1,102204.73
4.5,78566.89
2.3,116359.68
9.8,140087.72
3.5,62375.73
4.0,78427.77
0.6,116678.9
4.5,76445.78
9.2,103444.24
6.1,147603.39
6.2,135595.26
2.4,122932.4
0.4,99898.31
7.4,48946.13
0.8,70556.27
2.9,113862.39
3.0,42624.46
5.7,126234.0
6.1,43038.52
7.7,125761.66
1.4,48375.53
7.9,112816.66
0.2,104141.01
7.3,53052.96
6.7,47363.64
5.3,96159.29
1.5,45362.09
7.2,50297.2
6.8,66330.26
5.0,84172.75
6.0,73196.38
3.8,123821.4
8.4,102338.0
3.9,106381.3
2.2,61548.15
8.8,117659.8
4.1,56059.4
8.8,93495.1
9.7,61599.75
5.8,143605.47
1.6,120785.79
2.2,53467.85
0.3,76152.47
7.2,123100.03
6.6,66235.29
4.7,130146.68
5.1,135487.73
2.3,110706.92
5.2,41412.02
9.3,117807.34
7.5,84973.17
0.5,74812.13
9.2,67919.11
7.5,109907.69
9.2,57849.76
5.6,87509.28
1.8,47795.13
4.4,60780.36
1.4,102067.1
0.4,52194.2
0.9,53021.65
1.1,144764.24
8.6,93780.42
5.0,105955.75
2.6,52109.44
7.0,45458.75
7.5,127590.95
0.1,87589.9
1.0,149190.05
8.6,62174.82
7.8,83152.09
2.5,95134.2
8.3,114157.71
9.8,143769.73
0.3,101960.29
3.3,81218.59
5.0,77613.89
5.2,77125.7
6.4,144180.7
1.1,137288.33
0.9,88620.4
8.4,114687.74
6.2,83711.76
2.7,146619.2
4.8,127853.81
8.6,58647.63
1.0,62479.07
0.1,57955.73
5.8,98155.65
8.1,136751.04
9.8,132241.35
3.9,65693.26
5.3,40902.11
5.0,90150.62
7.8,59395.47
8.4,48294.82
9.4,43630.48
6.8,78324.97
7.0,141826.58
7.9,94154.93
0.0,58933.15
1.3,92937.21
7.2,104073.05
9.6,131872.34
9.1,111588.12
3.5,131433.7
6.9,130745.65
6.7,60894.71
9.2,72115.65
6.9,49848.99
5.2,54035.25
3.5,90402.52
7.8,57397.56
7.4,112022.95
8.3,149596.93
2.4,138796.65
9.9,110556.01
5.9,81616.93
7.5,114479.05
10.0,93453.47
6.4,114352.59
2.5,148816.15
8.5,139949.32
9.6,82754.36
5.5,128565.02
0.0,80656.95
4.5,61579.36
7.0,108857.72
8.2,107676.42
8.1,140010.63
7.9,59098.1
4.2,88420.35
2.8,119227.58
3.6,140324.49
2.5,100356.18
8.6,64243.65
2.6,47987.34
6.5,123750.28
6.2,53930.11
6.8,136412.91
8.0,106961.35
3.7,51600.38
8.3,42698.28
3.4,44783.09
2.0,137041.71
6.0,55917.5
7.7,54885.53
3.9,149067.87
0.3,88415.89
4.7,138231.07
3.0,144766.85
1.6,109569.42
0.9,92729.36
0.2,149830.65
5.6,84715.94
2.8,60126.52
6.0,102530.1
0.7,69954.53
5.6,104340.77
3.2,48768.47
1.4,79796.37
7.5,62044.94
1.9,116284.11
2.9,114499.61
5.8,84307.62
1.5,83974.92
3.7,81786.19
2.7,100421.54
7.9,65742.16
7.8,145291.91
3.2,145186.54
7.4,89527.59
8.6,124788.43
5.9,144933.5
1.8,68407.04
5.6,138979.48
0.0,87172.08
9.3,91672.54
0.5,51896.46
3.9,42522.0
5.7,93812.62
8.7,129359.21
4.2,99961.38
9.5,97672.17
6.8,59315.1
6.9,50587.2
1.2,143930.39
5.0,94124.32
5.6,44832.45
3.4,68827.82
5.5,55777.34
8.8,126550.0
5.2,100829.9
3.2,144118.73
0.9,116505.5
8.0,72751.49
8.2,49356.85
5.8,144377.28
6.9,142221.95
2.9,89694.43
4.6,102306.62
6.1,143346.58
3.3,145713.9
5.2,113324.83
8.1,41532.05
4.6,140574.79
2.3,112552.05
9.4,48104.97
3.1,137521.91
8.7,119181.13
8.7,61343.18
1.4,124246.48
4.5,145764.64
0.4,70616.85
1.0,102736.05
6.1,126255.57
8.1,108308.1
7.7,61934.48
0.9,95077.1
6.7,109871.32
3.9,67287.36
6.7,77108.12
6.5,133490.08
4.5,113991.48
7.7,46328.82
1.4,94338.96
2.2,86311.07
9.1,58175.75
3.9,100904.04
7.4,118171.29
4.3,117300.13
7.5,119473.66
1.2,125168.56
6.8,133789.7
1.4,76006.07
8.3,86177.36
1.2,133415.2
2.8,135228.1
8.5,68087.91
6.2,134967.22
2.4,80827.96
8.7,114085.62
3.7,98215.56
2.4,132873.4
7.8,115206.94
7.0,46904.12
5.2,48073.48
2.1,47688.8
0.4,145077.67
0.9,62940.24
5.0,143957.16
8.4,116391.48
2.0,144988.1
8.3,76749.36
1.1,41884.83
9.9,143080.42
7.4,135692.67
7.3,86035.15
3.4,124113.83
7.0,131122.52
3.9,81211.91
9.7,96090.29
0.0,100042.49
8.7,145266.18
4.6,59253.27
5.7,96927.22
7.2,117500.5
0.2,132584.76
9.9,89476.09
5.4,142879.33
6.1,50896.08
4.3,81339.2
5.7,143482.31
5.2,112955.6
1.6,97527.98
4.3,117229.39
7.0,80355.84
0.6,120253.69
5.6,59690.42
9.6,115789.12
0.3,95842.03
3.8,84131.69
3.9,58021.22
6.9,85503.56
5.0,111968.69
1.7,116037.65
2.7,136981.3
1.0,114873.72
7.6,101106.75
7.1,77979.52
7.9,143621.75
7.8,75805.64
2.7,121698.4
2.5,100649.64
7.7,111012.48
3.1,103976.07
5.1,68871.88
8.7,80594.53
4.9,87730.35
5.8,69942.21
6.4,90821.15
7.0,125348.18
4.2,41741.9
1.0,95487.54
5.4,119609.28
3.3,80028.43
9.1,66792.71
3.2,128296.4
4.8,89897.21
4.0,42237.57
8.0,137107.24
5.1,87825.37
9.8,56859.08
1.5,93950.51
8.7,44506.52
4.5,65045.46
0.9,87156.47
8.9,123436.25
1.2,115162.82
2.4,128292.59
6.7,70662.73
3.3,95850.84
9.7,58196.68
3.2,116030.83
9.0,88036.9
4.1,149278.69
6.2,127444.23
1.1,114448.6
1.5,111976.35
4.8,99330.85
8.9,91498.94
0.7,40713.89
4.7,141960.88
8.0,65586.45
4.7,53090.41
1.3,83984.01
4.2,130792.64
5.8,143980.21
5.9,90216.26
6.2,65864.46
5.4,133852.69
4.3,78985.42
1.9,45989.21
0.5,62371.89
7.5,103627.43
5.9,60036.11
3.9,126271.81
7.0,134373.36
0.9,80877.16
5.6,115714.7
2.2,113949.96
3.5,132984.1
4.6,64459.93
4.5,83104.79
6.8,103607.48
5.6,134897.14
1.2,119725.25
9.5,143785.73
2.4,93668.79
2.9,136215.62
5.8,71535.18
2.6,57886.59
6.9,126255.86
9.1,147006.07
6.0,128602.05
3.8,149688.44
7.6,118406.34
8.5,124157.11
0.4,141968.6
4.6,67148.07
1.5,92293.17
0.7,77477.55
6.8,42939.76
5.1,126443.65
5.0,62204.8
9.2,56724.6
3.1,99564.72
4.4,120565.27
4.9,135269.79
4.6,48098.53
8.4,74185.33
3.3,98518.31
7.1,77263.01
4.5,131879.24
6.3,63562.34
3.9,147739.04
2.0,112680.55
5.1,65399.5
4.1,144600.68
4.7,69818.52
5.7,105722.68
1.6,135420.25
0.7,140884.46
4.6,86073.98
0.4,108720.9
8.0,144445.43
6.1,131118.95
5.7,75861.57
2.8,111342.59
9.6,119587.21
8.7,112356.4
6.0,80858.57
4.0,122840.71
5.4,121194.58
6.8,124093.92
9.0,121414.06
1.5,71828.83
0.2,70829.42
7.0,90053.85
1.9,80595.81
3.6,127961.2
9.2,77154.99
7.7,137843.97
8.4,84095.21
9.8,129565.52
8.1,139383.93
1.3,81986.74
1.2,40951.8
4.3,141505.03
6.0,108987.65
6.5,41454.81
7.9,85489.29
3.8,124964.9
4.3,80959.39
6.0,124472.05
0.6,141862.64
8.7,90419.42
9.4,90457.82
4.9,76551.13
2.3,120916.71
8.7,94185.19
6.3,55737.2
7.0,77886.51
3.9,99924.11
6.3,66969.85
9.0,149592.98
9.9,62123.39
7.2,70702.68
9.4,86072.06
9.3,147934.3
6.9,42998.43
6.7,91213.22
3.7,100339.9
1.2,90450.72
8.6,140801.51
5.0,85148.84
1.6,148370.41
8.8,86784.2
2.8,56546.54
1.5,146050.77
8.7,115882.2
1.4,143060.42
6.3,144909.31
0.8,53366.61
1.8,88419.44
1.8,143498.51
4.3,109947.79
6.2,84650.9
4.8,43453.22
7.5,123527.58
3.7,95465.54
9.0,126325.51
9.4,66306.44
2.2,148213.49
1.2,87125.67
7.2,55261.63
4.6,146961.79
2.1,73790.2
5.2,99372.4
5.3,138418.89
6.4,97300.65
2.7,111977.02
5.6,104504.01
6.6,125860.04
6.5,66011.6
5.1,60313.38
3.0,122084.38
1.8,81251.55
1.2,138646.59
1.0,148371.91
2.3,75699.76
3.4,59208.55
4.0,103460.85
1.6,117041.13
2.1,49984.32
7.3,52379.26
6.2,92732.2
2.2,47004.12
0.7,48355.62
7.3,110923.72
9.2,62637.97
7.7,120636.65
7.9,108808.74
3.5,134599.97
3.0,121772.54
9.6,116011.58
2.8,121527.11
9.3,49605.08
9.2,64666.49
6.1,85722.96
8.1,95637.08
4.3,59209.65
3.0,116109.25
0.4,98649.25
2.3,108462.72
4.8,68355.18
9.7,76235.3
3.3,87349.72
5.4,81640.97
4.9,47297.22
7.5,95219.39
5.7,68833.72
8.0,93310.22
4.2,43005.9
7.5,40066.62
8.6,65329.29
5.9,70828.58
3.3,112298.39
0.6,61243.55
8.5,132275.41
2.0,67041.95
7.4,132677.9
1.2,119495.61
9.6,73948.46
4.2,48105.08
4.5,42178.37
5.9,98447.33
7.3,55762.77
2.6,51685.33
8.6,126960.19
1.2,63899.7
8.7,148003.95
2.1,55464.81
3.9,110191.67
6.4,66864.86
3.3,41253.62
1.9,114727.6
1.8,71855.11
7.8,73319.35
6.6,131014.77
6.6,115668.33
4.7,97686.64
0.2,131625.44
8.8,50258.52
9.7,86188.25
3.7,123359.31
8.6,116898.56
5.8,92150.33
4.5,67792.28
5.5,117405.77
3.6,138336.83
2.1,47404.14
1.1,72404.19
2.6,58702.03
6.9,44195.33
9.7,113478.95
9.2,42753.26
0.2,60699.82
3.3,138747.43
1.0,73217.27
0.7,96740.12
9.1,114336.51
1.5,121650.25
0.1,74914.97
3.8,121140.8
8.2,58644.96
3.3,102612.83
6.7,47756.14
1.4,40353.44
2.1,123840.03
4.8,138979.36
9.9,74462.07
6.3,70442.93
5.1,141389.23
9.2,60496.86
6.4,93342.64
4.6,79851.55
8.7,40326.96
0.1,131584.58
9.6,139919.33
3.2,120451.14
9.3,96185.62
2.0,101019.51
8.1,106553.85
4.7,108200.0
8.2,56868.79
4.4,74568.23
3.5,135233.98
8.1,67262.51
6.3,106072.6
1.4,53173.59
6.8,136159.0
4.8,85483.44
4.6,79373.18
0.6,61196.67
3.2,101426.88
8.0,148671.83
7.0,78821.14
4.6,86221.4
1.1,76837.04
9.8,108181.68
1.2,129013.22
3.4,116849.72
0.3,68532.18
9.1,88574.5
1.1,142224.47
5.3,100541.91
5.4,132944.56
2.1,105514.38
8.0,61466.63
5.4,77002.72
1.1,45053.1
6.2,68814.44
0.8,94030.68
5.4,87801.92
4.3,147223.11
9.5,128354.1
8.9,110125.62
2.1,111848.07
1.0,48857.63
4.1,64717.98
2.4,104221.53
8.2,143310.14
9.8,81416.19
4.9,41716.88
2.3,104424.85
0.2,68318.96
0.5,45308.88
1.8,77401.66
