YearsExperience,Salary
1.2,74639.21
6.1,128477.43
2.5,54318.21
4.8,75196.26
5.1,144193.14
3.9,84751.36
5.2,112872.57
6.3,45517.33
8.7,135951.95
5.8,122522.37
0.5,51360.1
6.3,143076.11
6.2,59236.51
9.0,132347.37
7.3,55804.52
9.0,43292.85
3.6,109244.12
8.8,111555.74
1.2,125129.42
3.1,59820.23
6.1,135811.66
6.9,149814.25
2.3,43733.88
6.3,115962.44
5.3,69666.65
5.5,63116.46
1.7,67562.95
2.0,127443.88
2.0,122944.03
4.5,87819.67
9.7,139636.98
8.7,77750.26
3.2,98708.48
2.8,82477.27
0.4,40464.55
9.9,100577.84
3.3,126283.2
1.6,103135.6
6.4,104341.18
2.7,100630.02
3.2,60227.39
7.1,97662.97
6.1,96751.69
7.7,136099.44
4.6,109799.78
4.3,148552.21
4.7,141119.4
2.6,41150.75
3.2,45008.73
1.8,72033.62
5.8,79116.54
2.1,48779.8
6.4,96114.36
1.8,84487.46
8.9,63492.44
6.2,97126.1
4.4,41019.7
6.5,146143.75
5.1,69870.85
9.1,116681.3
3.3,147357.13
6.2,58320.42
7.4,146448.33
3.3,93131.2
9.4,92801.64
3.0,42607.33
1.6,56749.73
4.6,129551.04
1.5,135499.52
8.2,112997.19
1.3,50824.65
1.5,108895.46
2.5,77701.54
9.9,145743.82
4.5,40121.25
6.1,67055.39
2.4,91562.24
2.6,101403.52
3.5,76349.52
4.1,122349.03
8.5,50411.16
6.5,122543.86
2.2,73162.45
6.3,66650.24
1.6,123792.38
8.3,96871.17
1.1,48795.67
8.2,108569.64
0.0,108077.08
5.1,50267.64
6.0,132308.1
7.2,50331.39
6.6,149177.26
0.4,148445.49
2.4,57104.11
7.7,129322.06
2.0,147331.36
5.4,100609.15
7.4,103633.49
0.7,122684.29
8.7,127504.42
1.6,61467.7
3.2,115376.43
8.2,46760.7
9.1,149298.93
9.9,113807.14
4.1,56419.62
7.1,104212.44
4.7,48749.74
9.0,50380.98
8.6,141836.59
4.9,53090.23
3.0,44854.91
5.4,128038.2
4.4,85231.46
0.1,114466.75
3.5,64486.82
7.2,68846.29
4.0,77659.67
0.1,123919.57
6.4,134698.74
9.9,119473.08
3.3,91390.51
5.5,41029.29
8.5,112274.99
1.7,129915.96
2.4,73023.5
9.7,96131.55
2.6,86437.65
3.8,81017.37
1.5,132625.08
2.0,60345.9
2.0,127587.32
6.6,72384.48
7.3,86650.76
7.6,119593.39
3.9,51801.38
9.4,113502.71
1.4,86143.4
8.0,115238.27
7.4,60106.84
9.7,104282.32
2.2,110880.05
7.4,100249.87
0.1,80814.18
8.3,148800.33
0.5,98699.12
6.7,144262.33
8.6,144825.91
4.5,140180.62
7.3,52966.66
8.6,41261.14
8.1,144170.05
4.4,121151.69
9.5,86766.64
4.4,106277.85
3.6,75424.15
3.7,51473.41
2.9,85010.56
2.7,56644.99
0.4,125501.13
5.2,105147.82
0.4,107427.19
4.2,88047.86
1.1,125557.04
6.4,86442.95
8.9,100465.45
7.0,123865.0
1.0,72967.35
6.2,72045.46
1.6,66649.13
1.0,109805.42
3.3,145650.66
5.2,135222.45
9.7,77603.04
3.9,116391.25
4.3,56478.82
8.4,49533.34
8.4,48113.39
8.6,92760.26
8.6,61092.54
8.2,117050.78
1.0,116469.25
4.5,127576.83
8.4,74103.66
7.4,40003.57
4.6,104650.27
6.1,52959.82
9.5,141377.12
5.4,63864.73
4.6,43930.96
1.3,102692.81
8.3,50275.31
3.8,53132.39
0.6,49046.72
6.6,57920.47
9.6,68413.61
5.1,95454.95
8.5,105781.28
9.7,67482.27
8.1,141559.36
6.8,118141.59
6.2,89468.08
9.1,57194.85
1.8,82278.71
2.6,133742.83
6.8,146858.21
3.3,43814.48
2.4,84416.28
9.1,81059.4
9.0,77663.31
8.5,106422.46
7.1,76308.93
7.4,120341.18
6.3,53775.98
1.8,104596.76
1.6,56253.21
9.8,44951.58
8.8,58061.37
2.4,78321.08
1.0,43282.1
5.0,129191.67
1.5,64120.15
9.5,126381.61
5.3,99631.27
2.7,142630.75
6.4,72788.15
4.5,55511.1
8.1,136746.88
6.3,82320.51
4.8,127482.07
5.5,69776.12
1.6,77155.66
2.3,109139.15
1.9,83546.49
2.4,131647.08
0.6,121594.24
7.8,96795.32
4.5,72608.57
3.2,111902.77
4.3,74077.83
8.7,83320.33
7.2,118599.67
0.6,82136.85
5.1,68717.67
7.5,99377.82
6.1,101070.72
6.1,119054.78
3.8,102651.39
0.9,55817.0
5.0,82342.38
6.1,87184.67
4.4,57098.53
0.8,98181.22
6.7,55971.8
2.3,70550.47
6.5,88107.63
6.0,43416.41
5.7,122118.47
8.0,65953.12
6.1,67717.57
2.5,67148.7
7.7,132403.99
2.1,42381.24
6.7,42651.13
8.7,73161.21
0.9,42099.97
0.3,118731.4
4.6,101502.0
7.1,149501.77
7.2,74782.53
1.0,110046.32
1.8,112159.28
4.9,118870.39
6.8,148967.59
9.2,148406.86
9.8,43239.68
8.1,97379.73
2.7,78458.26
2.3,114509.0
0.4,145187.75
3.9,109153.85
7.2,138870.7
5.7,115544.45
6.0,74509.09
9.6,118669.3
6.6,80741.07
0.7,126868.58
6.7,101451.84
1.6,58038.46
0.2,84159.23
5.7,104233.78
6.2,71970.69
9.5,108256.74
1.6,52840.86
8.2,116513.05
3.1,46005.82
9.0,79564.64
6.6,129633.88
3.4,125034.95
2.0,51952.5
6.5,69296.66
5.2,97412.16
9.6,47090.03
1.1,89019.62
6.0,106422.74
9.9,103856.94
0.3,79703.77
1.9,43269.24
0.3,116098.8
5.3,118171.79
0.6,43813.88
0.7,100866.41
2.3,128065.26
7.8,139782.36
2.9,84755.39
8.9,80997.97
4.4,142987.96
1.9,139211.78
7.1,138004.32
9.8,138528.13
8.6,117888.74
0.7,105482.13
2.1,115438.63
8.0,93893.39
9.5,102900.93
8.4,100806.3
1.2,56887.84
0.7,106515.14
1.3,78387.74
7.7,99050.14
4.8,132073.59
0.8,70437.0
4.7,51463.34
4.0,144108.65
7.8,98455.84
5.7,45245.76
8.4,62021.85
0.7,44262.4
9.7,45023.91
5.3,109263.62
9.3,95478.67
4.7,125130.6
9.9,121342.68
2.4,70957.91
1.1,88414.58
8.3,63156.95
6.2,138734.9
1.0,44923.34
3.1,105599.67
2.8,109407.46
0.8,130393.78
5.9,135521.05
2.5,62307.87
2.0,49545.83
7.5,89476.42
8.9,94176.38
7.2,110665.22
3.8,131655.14
5.3,84115.94
1.6,107061.82
9.4,87858.31
0.0,122203.02
5.9,144613.84
2.9,103371.57
7.7,90026.5
7.8,99761.56
4.2,98942.38
2.5,145605.73
4.4,148155.89
9.6,112237.54
4.3,104439.42
1.8,91605.26
0.7,56531.4
0.6,125697.48
3.9,102943.92
2.7,130096.14
9.9,85187.35
3.7,136328.76
4.6,105829.93
9.9,63713.8
6.2,113743.6
6.0,128259.98
6.9,119779.7
2.9,112910.13
9.1,146794.68
6.2,46473.07
0.3,138402.77
4.6,90064.36
3.8,45131.82
5.6,67768.08
3.1,50584.22
9.3,145837.75
9.5,112106.12
4.5,94026.46
1.0,52375.54
1.2,103840.03
2.2,148985.33
6.1,42020.83
8.1,146591.87
4.7,64368.1
3.2,148336.91
8.2,59343.68
6.3,41741.4
8.3,77209.27
1.3,77397.98
1.7,147794.79
2.8,46334.0
0.8,105409.68
4.1,54158.87
9.1,101785.61
0.9,122074.26
2.8,75139.91
7.8,66717.35
8.9,147214.44
1.1,66005.89
2.6,138175.26
6.3,86563.66
9.8,104768.1
4.5,73835.72
7.7,75735.27
7.7,106646.01
1.3,79012.69
5.5,42314.93
0.9,128953.0
10.0,130647.05
3.7,136971.38
2.7,117371.77
4.3,139885.01
2.5,89218.89
3.8,63172.21
7.6,138036.04
5.1,127214.01
8.2,141332.28
3.2,114090.48
0.1,70826.82
0.4,134447.12
1.3,111296.86
4.2,109055.42
2.9,137479.44
9.5,63685.53
6.8,148641.31
9.2,107588.91
1.8,53980.82
4.2,89458.37
10.0,148428.58
7.8,94445.38
8.6,142912.5
6.8,83888.12
5.0,61868.33
8.7,107222.12
9.1,101375.9
8.4,73576.27
2.7,141509.87
4.2,125068.03
4.5,58639.36
3.1,141904.13
5.5,86761.33
6.9,111444.88
0.2,57023.52
3.2,63341.53
6.7,101762.83
9.8,64848.01
8.6,89550.9
5.2,147113.46
1.6,137781.32
7.9,48329.01
4.6,147714.34
0.1,91001.02
3.9,144943.17
3.4,81702.63
3.9,121145.2
3.2,141658.64
9.4,126702.76
9.1,83186.13
6.6,55316.48
4.7,51559.47
1.2,68562.74
1.3,54051.35
0.1,56324.52
7.8,142472.72
7.8,145529.9
2.8,63322.27
4.9,76974.61
8.3,128350.83
7.0,46796.5
5.4,149370.87
6.2,72098.76
4.3,109460.9
2.1,115713.18
6.9,99347.79
5.4,50869.29
5.5,57200.64
9.3,40067.36
3.2,53058.27
0.5,136143.2
3.1,61756.17
0.6,44115.54
6.8,107627.35
9.6,95577.91
4.0,134481.47
7.0,67626.35
7.6,63380.19
2.5,112038.56
9.3,64361.44
4.2,87966.8
6.0,40430.4
7.7,113609.82
9.6,87200.82
7.6,45702.23
6.8,130479.03
6.2,88672.31
7.2,69774.57
4.8,117632.99
3.2,110588.11
4.1,106759.07
6.9,142295.71
7.6,55806.77
9.1,106093.88
9.0,109594.37
3.2,118025.41
8.9,62286.38
1.2,127502.68
7.4,106553.01
3.2,51031.14
3.7,48236.08
9.2,149817.76
3.7,124979.6
5.5,143478.09
9.8,87388.78
6.4,110961.36
9.3,40879.3
3.6,111952.48
1.9,95866.63
1.3,48595.51
8.4,40226.24
5.9,106089.09
9.7,95995.2
6.3,98485.88
10.0,54195.16
1.4,138026.74
6.1,117950.03
9.8,112956.7
7.3,121723.19
5.7,120601.18
8.1,54769.3
1.3,148088.02
7.2,101512.8
3.5,52405.09
4.0,115707.89
6.0,103880.46
1.1,85264.13
5.4,80482.4
2.6,125755.58
0.3,62907.63
4.4,113065.7
8.4,106442.4
2.6,41663.18
5.8,51216.47
9.1,117384.22
8.4,49830.45
0.2,96230.61
2.2,66892.5
3.5,69290.77
6.6,98889.02
1.7,43993.87
9.8,132796.08
6.2,129056.35
9.7,59448.42
2.1,131554.38
9.7,136544.9
5.2,59843.12
1.6,58613.44
5.7,128580.07
6.6,109570.75
8.1,131941.31
2.2,141839.96
1.9,119287.72
5.9,65983.77
6.9,117396.27
7.4,68249.53
7.6,96077.55
5.8,93208.44
2.6,93428.4
7.1,110556.64
8.6,107572.22
0.6,104394.3
6.9,49533.97
7.7,142352.35
0.0,55228.58
2.8,124057.37
5.1,143080.21
0.4,69846.29
4.1,42306.79
6.9,72610.77
0.1,96000.99
9.0,126125.67
7.1,49467.51
7.8,76017.76
0.3,91949.87
9.6,121444.57
0.1,141721.35
7.5,85191.01
2.8,58090.66
2.1,138373.83
7.4,95777.02
3.8,81674.78
0.7,141813.08
6.8,118522.61
1.1,82662.86
1.1,49236.91
3.5,81683.96
5.0,95666.87
4.5,45380.13
9.3,147574.36
4.4,63442.97
6.6,132230.73
7.6,80597.03
1.4,127031.77
5.3,149776.39
5.4,113166.63
6.8,56609.05
5.5,85194.49
0.8,83321.71
2.2,139906.82
9.4,66301.57
7.2,81393.59
6.7,55870.79
9.0,65465.28
2.6,146268.14
3.9,65904.23
5.7,115160.59
1.2,41075.86
3.1,113932.06
1.5,43814.35
4.8,145659.54
0.4,131684.86
5.8,112790.69
5.2,131863.64
6.6,92532.95
8.8,124074.74
4.4,97115.72
7.8,71471.26
9.3,61829.94
2.4,100703.39
7.3,51480.5
7.9,93158.71
0.0,126121.16
5.3,73888.96
3.9,40030.78
7.3,127653.6
0.6,142278.11
1.7,138333.16
3.0,139642.21
1.4,62595.33
6.5,45710.79
9.4,142522.83
2.5,64362.64
0.7,81723.68
9.9,136669.84
8.8,89528.51
0.8,108675.57
4.6,40899.57
1.4,143821.87
5.7,122804.94
4.9,88303.67
9.4,94488.77
1.4,80291.65
5.5,48718.79
1.1,93385.68
6.0,111543.04
1.3,64918.55
1.4,95823.3
8.6,125846.6
6.3,64414.25
2.7,74725.98
7.9,88072.5
4.2,148292.54
0.7,55236.93
0.9,44362.97
3.4,99843.98
0.4,127515.0
3.3,57878.48
3.8,140620.05
2.6,108274.81
4.3,49469.08
8.6,120370.29
6.0,83118.28
6.5,122189.14
8.9,45839.39
7.6,46606.29
0.1,148851.78
7.7,41146.48
2.3,137605.15
0.7,125775.03
9.5,72878.97
1.2,42190.56
8.0,68250.33
4.5,142106.49
6.2,75295.07
8.0,46303.51
3.6,85808.51
3.8,101633.38
2.1,56280.4
5.5,54701.97
3.4,71693.92
5.8,133818.82
9.9,117057.17
1.1,44197.22
0.1,86339.02
5.1,48741.7
6.6,51355.43
8.2,98576.8
3.7,83503.32
4.3,113090.99
1.2,51248.76
8.2,75726.22
2.9,109064.58
7.4,138649.05
8.9,125926.67
0.2,148704.23
8.5,71038.0
9.7,46181.82
1.4,141611.2
6.3,64470.49
0.2,128935.22
9.3,98494.63
3.4,48468.38
1.5,138322.98
2.4,120232.2
4.2,99416.65
4.1,86384.55
2.8,113584.97
2.8,146587.91
8.9,83203.61
1.0,55985.58
9.7,123576.87
2.9,76571.8
3.2,134302.25
3.9,111242.33
1.5,46165.18
9.7,94538.68
1.5,61897.99
8.8,142809.45
7.7,95640.26
9.6,126220.61
9.5,65182.58
1.2,76089.64
8.8,54497.7
2.8,53066.69
0.7,70291.07
3.1,103338.68
6.4,138672.38
5.0,55238.42
5.2,70597.41
7.4,80657.49
7.5,41091.2
8.5,97368.46
5.8,122274.68
4.4,132275.37
8.0,149160.67
0.6,44178.62
7.1,77508.07
8.4,46243.59
5.5,73370.07
5.7,101150.53
4.6,97890.6
5.3,131057.89
5.6,91116.58
5.3,57921.63
4.5,88797.09
4.4,93995.81
3.8,79880.3
2.1,137237.0
6.3,115521.27
2.0,121755.31
7.1,103543.42
0.2,130396.69
2.2,142297.48
6.4,58520.7
7.5,41229.7
6.7,149479.73
3.2,120746.36
6.8,114565.97
0.0,125336.35
3.7,91832.51
7.8,142661.68
6.6,76060.15
2.3,55003.87
5.3,46243.47
1.2,125172.09
6.3,55770.28
9.4,73143.14
9.7,109519.77
9.9,56581.49
2.7,81583.47
1.5,99446.3
9.9,110176.89
6.3,53967.79
2.5,127613.42
0.9,40009.14
8.6,110198.44
8.7,148366.56
4.2,134778.25
7.1,81847.49
9.5,128636.41
6.3,64153.8
0.3,41693.07
5.3,92381.85
0.2,49742.86
6.7,129397.61
9.0,141385.37
2.8,98275.84
4.1,109527.65
3.9,134174.1
1.4,146017.65
8.4,75944.09
0.8,75901.46
1.7,133499.81
7.9,45169.7
9.0,82577.87
5.5,127096.42
4.9,144652.61
2.1,114188.57
8.7,60756.43
1.5,118118.94
0.9,129535.4
4.5,101196.48
8.0,42644.89
4.6,86176.62
7.0,115576.26
4.9,70854.22
6.5,122450.93
3.7,93930.81
1.7,48977.1
0.0,89734.4
9.7,75170.99
3.0,56819.5
2.3,56739.1
2.2,82243.82
8.8,77098.29
0.8,84640.55
7.6,115067.48
9.2,49092.58
4.2,59398.85
1.9,122121.7
9.5,110224.18
3.5,105805.94
4.2,133752.04
2.9,98522.26
6.2,72368.63
10.0,123341.48
4.6,88313.86
8.1,100496.99
8.9,117024.14
3.6,60395.99
6.8,44438.89
3.8,149447.3
8.0,89774.94
6.7,145746.26
6.5,83247.77
9.5,86635.18
5.0,107914.56
3.0,101520.4
9.7,50164.24
3.8,55821.82
5.8,106129.52
2.8,114011.32
7.1,89130.82
3.1,105445.64
7.3,74393.22
6.4,144150.29
5.9,105420.95
6.1,87780.27
7.7,145653.9
6.0,136286.58
8.8,99669.46
3.8,109385.56
7.4,145611.17
7.2,114800.09
3.3,94874.07
1.2,60890.01
3.3,81470.96
2.3,70633.22
1.2,69959.21
4.9,62535.46
9.4,73968.12
0.7,59492.89
3.1,47360.89
6.0,74916.73
3.7,110283.99
3.2,98071.55
9.1,93842.8
8.1,142630.83
9.6,133119.63
2.1,124278.52
6.6,141108.14
9.1,95625.22
3.6,148626.86
1.7,43161.9
0.1,94748.99
4.3,148964.02
5.1,105903.32
8.3,77659.69
5.2,76767.66
6.2,101736.41
0.4,82397.81
8.3,41496.66
4.7,133185.87
1.7,72799.61
2.2,104757.27
7.4,122704.58
3.2,57766.23
8.1,75599.91
1.5,130571.57
3.3,94395.94
2.9,67410.39
1.2,139068.6
5.5,82872.91
7.4,121864.61
1.3,109260.04
8.2,131700.83
1.1,88765.69
4.4,132903.56
5.6,87138.19
9.0,87888.52
0.3,47338.27
10.0,85884.96
2.4,117058.94
1.8,108302.36
7.7,72399.02
3.6,73637.85
5.2,117020.47
4.1,58156.84
6.6,82430.77
6.6,108048.09
1.4,134405.88
7.8,106655.25
1.7,52051.4
9.3,55107.14
2.6,98570.62
6.1,119222.82
0.8,71204.34
0.5,143573.92
8.9,92729.89
1.0,65526.8
1.1,120784.59
9.7,77456.01
1.3,103232.36
4.0,98710.26
6.0,98038.27
1.9,142532.08
8.4,117598.1
8.4,143888.51
2.3,81983.11
7.7,142266.92
6.9,76401.62
2.5,98842.28
2.3,86026.61
5.6,142702.3
5.0,83410.62
3.7,80468.22
0.1,117544.87
7.1,109013.9
1.0,56438.45
9.3,44493.43
6.7,100840.56
0.9,59048.36
7.0,130757.93
4.8,144580.25
1.2,105339.03
0.4,77542.39
7.3,102409.93
8.1,40893.36
5.8,82263.22
4.3,43711.93
8.1,61321.89
2.5,137763.99
0.8,130156.95
1.0,141847.69
2.8,118863.07
2.2,115422.93
9.7,62981.89
2.6,86093.13
5.7,46297.82
2.1,101661.36
3.8,56799.1
5.1,55807.46
2.1,142808.07
2.1,143721.74
7.4,95731.18
6.1,66765.65
1.5,124881.51
6.7,47492.28
1.7,121759.7
1.4,105989.44
5.5,83950.8
7.5,55701.19
7.1,88813.81
0.5,82903.37
3.4,119127.43
10.0,80110.87
2.0,98953.92
0.6,53182.42
3.4,130020.86
7.3,47689.48
0.3,52751.81
4.0,90704.75
1.5,127585.23
7.9,94039.38
8.5,61728.31
7.5,92856.76
7.5,134424.33
1.3,84525.1
6.9,142245.21
2.7,42642.58
0.2,60173.49
2.2,54910.5
7.6,99446.53
0.1,54962.92
3.6,144050.38
9.6,73091.71
6.7,110233.21
9.5,49905.36
3.7,61174.08
6.1,68161.15
1.9,49146.72
5.4,89832.26
7.8,100362.5
2.3,62291.94
2.7,75231.28
6.1,131352.23
1.6,87295.9
2.2,130737.25
9.6,145108.59
3.9,101953.88
0.6,136928.41
0.4,44408.98
6.3,69288.33
8.2,61261.11
9.5,123965.52
3.6,134529.57
5.4,42597.66
2.8,120282.83
1.9,48466.75
2.1,141816.74
5.5,147186.7
5.3,59573.92
2.5,126537.3
8.3,40372.49
7.1,45269.89
2.3,86020.42
4.4,142425.63
4.2,134211.62
8.6,40622.52
4.8,73142.33
6.9,89910.1
6.4,92139.72
5.4,61196.0
0.5,118648.56
9.1,64756.8
7.2,58680.2
0.1,46989.22
2.7,42545.28
3.3,66375.37
9.0,116887.33
3.3,139224.59
8.8,118774.58
6.3,59658.68
1.8,42060.45
0.0,103094.67
2.7,102794.29
6.7,88193.27
5.6,118468.27
5.6,143759.5
7.9,142018.83
6.3,112119.94
8.6,113294.17
2.7,42852.6
5.7,61387.1
4.8,80678.15
6.1,80691.48
0.3,48979.94
5.5,53200.68
5.9,102959.54
4.1,135071.19
7.6,116717.42
9.7,41589.26
1.5,44831.74
10.0,134958.61
8.0,45490.8
8.2,114237.67
8.4,67205.83
8.7,71006.79
6.8,121937.07
6.7,109313.54
4.6,100787.97
8.5,138354.99
1.3,55890.98
8.2,133797.86
6.4,55743.16
4.2,60766.47
2.2,100102.91
4.4,83903.41
2.0,144914.79
6.6,127667.69
8.2,86124.85
6.6,146190.6
2.8,98052.11
3.0,114080.14
8.5,77335.47
6.0,45782.26
9.1,41098.63
9.2,100998.1
0.3,106721.39
0.9,119711.85
2.8,138990.52
6.7,126470.05
1.6,139914.29
3.8,60765.5
